category,brand,model,variant,width_cm,length_cm,height_cm,weight_kg,fragile,package_type,hazard_class,extra_package,extra_width_cm,extra_length_cm,extra_price_usd,extra_type,product_id,customer_id,basket_id,quantity,is_2d_only,height_cm_filled,volume_cm3,volume_to_weight_ratio,fragile_flag,requires_special_handling,extra_volume_cm3,shape_flag
Textile,SoftWear,Hoodie L, Black,29.6,25.7,"4,5",0.443,True,rigid_box,Compressed_Gas-2,True,32.5,28.4,"19,58",double_carton,113,1212,2627,2,False,4.5,3423.2400000000002,7727.404063205418,True,True,4153.5,rigid_box
Laptop,Dell,XPS 13,,33.0,28.3,"1,0",2.007,False,rigid_box,Aerosol-2,True,34.5,33.4,"22,85",bubble_wrap,114,1207,2637,2,False,1.0,933.9,465.321375186846,False,True,1152.3,rigid_box
Appliance,Philips,Kettle,,32.7,36.1,"10,8",2.709,False,rigid_box,Flammable_Liquid-3,True,35.3,37.1,"24,14",double_carton,115,1236,2642,2,False,10.8,12749.076000000003,4706.192691029902,False,True,14144.003999999999,rigid_box
Shoes,Nike,Air Zoom Pegasus, Black 39,28.2,21.7,"12,6",1.14,False,poly_bag,Aerosol-2,False,0.0,0.0,,,116,1337,2654,2,False,12.6,7710.443999999999,6763.547368421052,False,True,0.0,poly_bag
Appliance,Philips,Air Fryer XL,,38.1,24.2,"10,7",1.897,False,glass_jar,Aerosol-2,False,0.0,0.0,,,117,1366,2426,1,False,10.7,9865.614,5200.63995782815,False,True,0.0,glass_jar
Cosmetics,Lumine,Day Cream 50ml,,11.1,15.1,"9,0",0.429,True,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,118,1052,2410,1,False,9.0,1508.4899999999998,3516.293706293706,True,True,0.0,cardboard_box
Shoes,Nike,Air Zoom Pegasus, Black 38,30.8,17.5,"12,9",0.952,False,plastic_box,Corrosive-8,True,33.6,21.5,"16,88",air_cushion,119,1279,2659,2,False,12.9,6953.1,7303.676470588236,False,True,9318.96,plastic_box
Shoes,Adidas,Runfalcon,,33.4,26.1,"10,7",1.382,False,rigid_box,Aerosol-2,True,34.4,28.8,"19,42",double_carton,120,1409,2662,1,False,10.7,9327.617999999999,6749.361794500723,False,True,10600.704,rigid_box
Food Jar,Anadolu,Hazelnut Paste 320g,,12.5,13.2,"20,3",1.2,True,glass_jar,Compressed_Gas-2,False,0.0,0.0,,,121,1216,2670,1,False,20.3,3349.5,2791.25,True,True,0.0,glass_jar
Phone,Samsung,Galaxy A34, 128GB Graphite,15.8,6.6,"4,6",0.374,True,kraft_envelope,Flammable_Liquid-3,True,19.1,9.7,"8,07",air_cushion,122,1251,2616,1,False,4.6,479.688,1282.5882352941176,True,True,852.242,kraft_envelope
Textile,SoftWear,Jeans 32x32,,26.5,20.8,"5,5",0.606,False,poly_bag,Corrosive-8,False,0.0,0.0,,,123,1187,2273,1,False,5.5,3031.6000000000004,5002.640264026403,False,True,0.0,poly_bag
Book,Classic,Crime and Punishment,,19.9,17.9,"3,4",0.694,False,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,124,1379,2676,2,False,3.4,1211.1139999999998,1745.1210374639768,False,True,0.0,kraft_envelope
Phone,Samsung,Galaxy S22,,17.3,8.1,"6,3",0.324,False,kraft_envelope,Flammable_Liquid-3,True,22.3,11.5,"9,32",bubble_wrap,125,1492,2679,2,False,6.3,882.819,2724.75,False,True,1615.635,kraft_envelope
Appliance,Philips,Handheld Vacuum,,39.9,21.5,"8,6",2.868,True,plastic_box,Compressed_Gas-2,True,43.3,22.9,"19,73",foam_protector,126,1040,2686,1,False,8.6,7377.51,2572.353556485356,True,True,8527.501999999999,plastic_box
Phone,Apple,iPhone 15 Plus,,16.0,7.9,"4,8",0.431,True,rigid_box,,True,19.0,12.4,"8,65",foam_protector,127,1156,2698,3,False,4.8,606.72,1407.7030162412993,True,True,1130.8799999999999,rigid_box
Toy,ToyLand,Plush Bear 50cm,,29.4,11.6,"18,9",0.723,False,glass_jar,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,128,1014,2703,2,False,18.9,6445.655999999999,8915.153526970953,False,True,0.0,glass_jar
Food Jar,Anadolu,Flower Honey 850g,,10.6,12.9,"15,2",0.967,True,plastic_box,Aerosol-2,True,14.7,16.0,"8,57",foam_protector,129,1300,2709,2,False,15.2,2078.448,2149.377456049638,True,True,3575.0399999999995,plastic_box
Food Jar,Anadolu,Tahini 500g,,12.7,11.6,"17,0",1.196,False,metal_box,Aerosol-2,False,0.0,0.0,,,130,1064,2714,3,False,17.0,2504.44,2094.0133779264215,False,True,0.0,metal_box
Cosmetics,Lumine,Vitamin C Serum 30ml,,12.5,11.2,"9,9",0.353,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,15.6,12.8,"7,84",corner_guard,131,1344,2226,2,False,9.9,1386.0,3926.345609065156,True,True,1976.832,cardboard_box
Book,Classic,The Metamorphosis,,22.9,16.2,"4,1",0.05,False,cardboard_box,Compressed_Gas-2,True,24.5,18.7,"11,59",foam_protector,132,1326,2717,3,False,4.1,1521.0179999999998,30420.359999999993,False,True,1878.4149999999997,cardboard_box
Phone,Apple,iPhone 14,,15.8,8.3,"5,7",0.292,False,metal_box,Aerosol-2,True,17.7,12.6,"9,01",double_carton,133,1008,2724,3,False,5.7,747.4980000000002,2559.924657534247,False,True,1271.214,metal_box
Laptop,Lenovo,Yoga Slim 7, 128GB Silver,32.5,24.8,"3,2",2.22,True,rigid_box,,True,36.2,28.5,"20,32",bubble_wrap,134,1343,2134,1,False,3.2,2579.2000000000003,1161.8018018018017,True,True,3301.4400000000005,rigid_box
Toy,ToyLand,Remote Control Car,,28.8,19.6,"21,5",0.737,False,poly_bag,Corrosive-8,True,31.3,21.5,"14,86",air_cushion,135,1128,2728,2,False,21.5,12136.32,16467.191316146538,False,True,14468.425000000001,poly_bag
Shoes,Adidas,Duramo, Grey,32.9,22.7,"11,9",1.391,False,plastic_box,Flammable_Liquid-3,True,37.8,26.8,"20,63",air_cushion,136,1491,2137,3,False,11.9,8887.277,6389.127965492451,False,True,12055.176,plastic_box
Appliance,Philips,Air Fryer XL,,35.3,27.9,"8,7",2.995,True,metal_box,Flammable_Liquid-3,True,38.7,30.6,"22,26",air_cushion,137,1135,2737,1,False,8.7,8568.368999999999,2860.891151919866,True,True,10302.714000000002,metal_box
Toy,ToyLand,Remote Control Car,,23.2,17.4,"13,4",1.034,False,plastic_box,Aerosol-2,True,24.2,21.0,"13,39",double_carton,138,1471,2743,2,False,13.4,5409.312,5231.442940038684,False,True,6809.88,plastic_box
Cosmetics,Lumine,Day Cream 50ml,,11.6,12.0,"8,5",0.204,False,poly_bag,,False,0.0,0.0,,,139,1062,2751,1,False,8.5,1183.1999999999998,5799.999999999999,False,False,0.0,poly_bag
Textile,SoftWear,Polar Jacket L, Red,33.0,17.7,"6,3",0.685,False,poly_bag,Corrosive-8,True,36.1,21.0,"17,37",bubble_wrap,140,1138,2752,1,False,6.3,3679.83,5372.014598540145,False,True,4776.03,poly_bag
Cosmetics,Lumine,Vitamin C Serum 30ml,,9.7,11.0,"8,2",0.229,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,141,1498,2760,3,False,8.2,874.9399999999998,3820.698689956331,False,True,0.0,rigid_box
Appliance,Philips,Handheld Vacuum,,29.8,20.2,"9,5",2.188,False,cardboard_box,Flammable_Liquid-3,True,31.4,23.9,"17,6",foam_protector,142,1080,2473,2,False,9.5,5718.620000000001,2613.6288848263257,False,True,7129.369999999999,cardboard_box
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,13.3,11.0,"8,1",0.465,False,rigid_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,143,1391,2768,1,False,8.1,1185.03,2548.4516129032254,False,True,0.0,rigid_box
Shoes,Adidas,Duramo, White,31.5,25.0,"13,3",1.009,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,144,1162,2771,3,False,13.3,10473.75,10380.327056491577,False,True,0.0,rigid_box
Food Jar,Anadolu,Tahini 500g,,10.6,11.0,"17,9",1.008,True,metal_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,145,1418,2778,3,False,17.9,2087.14,2070.5753968253966,True,True,0.0,metal_box
Shoes,Nike,Revolution, White,34.3,21.1,"12,7",1.368,False,rigid_box,UN3481-Lithium_Ion_Battery,True,37.6,24.2,"19,18",air_cushion,146,1288,2787,1,False,12.7,9191.371,6718.838450292396,False,True,11555.983999999999,rigid_box
Toy,ToyLand,Wooden Block Set 60 pcs,,23.2,21.6,"12,5",0.933,False,rigid_box,Flammable_Liquid-3,True,26.6,25.0,"14,7",bubble_wrap,147,1378,2790,1,False,12.5,6264.0,6713.826366559485,False,True,8312.5,rigid_box
Laptop,Lenovo,Yoga Slim 7, 128GB Starlight,39.2,26.7,"3,2",1.862,True,cardboard_box,Compressed_Gas-2,True,41.2,28.8,"22,33",bubble_wrap,148,1260,2798,3,False,3.2,3349.2480000000005,1798.7368421052633,True,True,3796.9920000000006,cardboard_box
Appliance,Philips,Air Fryer XL,,38.0,24.7,"7,7",2.87,True,cardboard_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,149,1489,2803,1,False,7.7,7227.22,2518.1951219512193,True,True,0.0,cardboard_box
Textile,SoftWear,Basic T-Shirt M, Red 43,26.3,17.4,"5,3",0.812,False,plastic_box,Flammable_Liquid-3,True,31.8,20.0,"15,46",double_carton,150,1230,2810,1,False,5.3,2425.3859999999995,2986.9285714285706,False,True,3370.7999999999997,plastic_box
Textile,SoftWear,Hoodie L, Black,28.3,25.1,"6,6",0.712,False,plastic_box,Flammable_Liquid-3,True,29.5,28.5,"17,98",stretch_film,151,1040,2685,2,False,6.6,4688.178,6584.519662921349,False,True,5548.95,plastic_box
Appliance,Philips,Handheld Vacuum,,38.2,30.5,"9,5",2.824,False,metal_box,Corrosive-8,True,40.6,31.9,"24,14",air_cushion,152,1027,2817,3,False,9.5,11068.45,3919.4228045325785,False,True,12303.830000000002,metal_box
Textile,SoftWear,Jeans 32x32, 39,25.1,23.2,"6,9",0.608,False,plastic_box,Flammable_Liquid-3,False,0.0,0.0,,,153,1134,2353,1,False,6.9,4018.0080000000007,6608.565789473686,False,True,0.0,plastic_box
Toy,ToyLand,Wooden Block Set 60 pcs,,23.0,21.8,"22,6",0.754,False,metal_box,Aerosol-2,True,26.6,23.8,"14,05",bubble_wrap,154,1200,2824,3,False,22.6,11331.640000000001,15028.700265251991,False,True,14307.608000000002,metal_box
Food Jar,Anadolu,Pine Honey 1kg,,10.9,12.6,"17,4",0.969,False,metal_box,Compressed_Gas-2,False,0.0,0.0,,,155,1327,2828,2,False,17.4,2389.716,2466.167182662539,False,True,0.0,metal_box
Shoes,Adidas,Superstar, 39,28.5,22.0,"14,7",0.956,False,cardboard_box,,False,0.0,0.0,,,156,1267,2833,3,False,14.7,9216.9,9641.10878661088,False,False,0.0,cardboard_box
Toy,ToyLand,Wooden Block Set 60 pcs,,26.0,18.3,"21,5",0.657,False,metal_box,Compressed_Gas-2,True,28.9,22.5,"14,25",foam_protector,157,1417,2843,3,False,21.5,10229.7,15570.319634703197,False,True,13980.375,metal_box
Book,Classic,The Metamorphosis,,21.6,16.4,"2,1",0.85,True,cardboard_box,Corrosive-8,True,24.9,18.7,"11,48",corner_guard,158,1032,2847,3,False,2.1,743.904,875.1811764705883,True,True,977.8229999999999,cardboard_box
Toy,ToyLand,Remote Control Car,,11.3,22.2,"13,6",0.281,False,kraft_envelope,Aerosol-2,False,0.0,0.0,,,159,1047,2851,2,False,13.6,3411.696,12141.26690391459,False,True,0.0,kraft_envelope
Textile,SoftWear,Jeans 32x32, Black 43,25.1,21.7,"6,6",0.761,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,160,1406,2860,2,False,6.6,3594.8219999999997,4723.813403416557,False,True,0.0,rigid_box
Laptop,Dell,Inspiron 14, 512GB Silver,35.5,25.4,"4,1",1.885,True,plastic_box,,False,0.0,0.0,,,161,1061,2865,3,False,4.1,3696.9699999999993,1961.2572944297078,True,False,0.0,plastic_box
Phone,Apple,iPhone 13, 512GB Midnight,15.7,10.8,"4,1",0.216,True,kraft_envelope,UN3481-Lithium_Ion_Battery,True,18.4,13.4,"9,29",corner_guard,162,1215,2871,3,False,4.1,695.1959999999999,3218.4999999999995,True,True,1010.8959999999998,kraft_envelope
Toy,ToyLand,Remote Control Car,,25.4,16.7,"22,5",0.674,False,plastic_box,Corrosive-8,True,29.2,18.3,"12,98",corner_guard,163,1292,2882,2,False,22.5,9544.05,14160.311572700295,False,True,12023.1,plastic_box
Cosmetics,Lumine,Day Cream 50ml,,10.3,11.4,"7,1",0.263,True,poly_bag,UN3481-Lithium_Ion_Battery,True,14.2,14.1,"8,36",foam_protector,164,1098,2890,1,False,7.1,833.682,3169.893536121673,True,True,1421.562,poly_bag
Book,Classic,Madonna in a Fur Coat,,25.2,19.7,"1,6",0.967,False,rigid_box,Flammable_Liquid-3,True,29.4,21.9,"14,16",bubble_wrap,165,1171,2893,2,False,1.6,794.304,821.4105480868666,False,True,1030.176,rigid_box
Toy,ToyLand,Plush Bear 50cm,,23.0,18.4,"17,5",0.282,False,poly_bag,Corrosive-8,False,0.0,0.0,,,166,1359,2094,3,False,17.5,7406.0,26262.411347517733,False,True,0.0,poly_bag
Appliance,Philips,Handheld Vacuum,,41.1,22.4,"10,2",0.838,True,cardboard_box,Corrosive-8,True,44.2,26.7,"23,15",double_carton,167,1213,2902,1,False,10.2,9390.527999999998,11205.880668257754,True,True,12037.428,cardboard_box
Cosmetics,Lumine,Day Cream 50ml,,10.0,11.6,"12,6",0.337,False,cardboard_box,Compressed_Gas-2,True,13.2,15.0,"8,14",corner_guard,168,1474,2243,1,False,12.6,1461.6,4337.091988130564,False,True,2494.7999999999997,cardboard_box
Toy,ToyLand,Plush Bear 50cm,,17.3,23.8,"18,9",1.087,False,cardboard_box,Corrosive-8,True,20.4,24.8,"13,08",air_cushion,169,1034,2462,1,False,18.9,7781.8859999999995,7159.048758049677,False,True,9561.887999999999,cardboard_box
Book,Classic,Madonna in a Fur Coat,,26.7,15.9,"2,5",0.588,False,poly_bag,Corrosive-8,False,0.0,0.0,,,170,1448,2909,2,False,2.5,1061.3249999999998,1804.974489795918,False,True,0.0,poly_bag
Toy,ToyLand,Wooden Block Set 60 pcs,,16.0,20.7,"19,4",0.477,False,metal_box,Flammable_Liquid-3,True,19.6,23.1,"12,04",bubble_wrap,171,1226,2916,2,False,19.4,6425.28,13470.188679245282,False,True,8783.544,metal_box
Laptop,Dell,Vostro 15, 512GB Midnight,36.6,21.2,"2,0",1.863,True,metal_box,UN3481-Lithium_Ion_Battery,True,40.0,22.2,"18,01",air_cushion,172,1100,2923,2,False,2.0,1551.84,832.9790660225442,True,True,1776.0,metal_box
Textile,SoftWear,Jeans 32x32, White,31.0,22.2,"4,2",0.576,False,glass_jar,,False,0.0,0.0,,,173,1430,2454,2,False,4.2,2890.44,5018.125000000001,False,False,0.0,glass_jar
Appliance,Philips,Air Fryer XL,,31.2,24.8,"12,0",2.201,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,174,1461,2612,3,False,12.0,9285.119999999999,4218.591549295774,False,True,0.0,poly_bag
Toy,ToyLand,Wooden Block Set 60 pcs,,16.6,18.7,"15,8",1.128,False,kraft_envelope,Compressed_Gas-2,True,19.6,20.9,"11,93",corner_guard,175,1130,2108,1,False,15.8,4904.636,4348.081560283688,False,True,6472.312,kraft_envelope
Textile,SoftWear,Basic T-Shirt M, 42,31.4,29.2,"5,5",0.597,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,34.6,31.2,"20,92",air_cushion,176,1256,2927,3,False,5.5,5042.839999999999,8446.968174204354,False,True,5937.36,cardboard_box
Phone,Samsung,Galaxy S24, 128GB Blue,16.0,6.2,"5,5",0.454,True,kraft_envelope,Flammable_Liquid-3,True,19.3,8.6,"8,15",double_carton,177,1004,2936,2,False,5.5,545.6,1201.7621145374449,True,True,912.89,kraft_envelope
Cosmetics,Lumine,Vitamin C Serum 30ml,,12.2,13.5,"10,7",0.305,False,plastic_box,Aerosol-2,False,0.0,0.0,,,178,1217,2553,2,False,10.7,1762.2899999999997,5777.999999999999,False,True,0.0,plastic_box
Textile,SoftWear,Polar Jacket L, 43,29.2,18.7,"3,1",0.758,False,rigid_box,Corrosive-8,False,0.0,0.0,,,179,1254,2939,3,False,3.1,1692.724,2233.145118733509,False,True,0.0,rigid_box
Toy,ToyLand,Remote Control Car,,22.8,21.7,"19,2",1.389,False,cardboard_box,Flammable_Liquid-3,False,0.0,0.0,,,180,1397,2943,1,False,19.2,9499.392,6839.015118790497,False,True,0.0,cardboard_box
Phone,Apple,iPhone 15 Plus,,14.3,8.0,"6,8",0.521,True,rigid_box,Corrosive-8,True,17.1,11.1,"7,35",bubble_wrap,181,1358,2951,1,False,6.8,777.9200000000001,1493.1285988483687,True,True,1290.708,rigid_box
Phone,Apple,iPhone 14,,14.1,8.6,"5,1",0.529,False,cardboard_box,Aerosol-2,True,17.4,11.4,"8,31",double_carton,182,1282,2956,2,False,5.1,618.4259999999999,1169.047258979206,False,True,1011.6359999999999,cardboard_box
Toy,ToyLand,Remote Control Car,,25.4,24.3,"17,5",0.867,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,183,1392,2966,2,False,17.5,10801.35,12458.304498269898,False,True,0.0,rigid_box
Textile,SoftWear,Basic T-Shirt M, 40,29.3,19.9,"7,2",0.332,False,glass_jar,Flammable_Liquid-3,True,31.3,21.9,"15,57",double_carton,184,1206,2973,2,False,7.2,4198.103999999999,12644.891566265058,False,True,4935.384,glass_jar
Toy,ToyLand,Remote Control Car,,23.7,20.5,"19,9",1.248,False,plastic_box,Compressed_Gas-2,True,24.8,22.5,"14,18",foam_protector,185,1014,2702,2,False,19.9,9668.414999999999,7747.127403846153,False,True,11104.199999999999,plastic_box
Shoes,Nike,Court Vision, 41,35.6,19.8,"11,2",1.187,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,186,1345,2405,1,False,11.2,7894.656000000001,6650.931760741365,False,True,0.0,plastic_box
Phone,Apple,iPhone 15, 512GB Blue,13.3,7.5,"5,0",0.359,False,kraft_envelope,Corrosive-8,True,16.6,11.6,"8,18",foam_protector,187,1041,2978,3,False,5.0,498.75,1389.275766016713,False,True,962.8,kraft_envelope
Toy,ToyLand,Remote Control Car,,28.8,15.6,"23,9",0.743,False,poly_bag,Corrosive-8,True,33.7,18.9,"14,49",bubble_wrap,188,1379,2678,1,False,23.9,10737.792,14451.94078061911,False,True,15222.626999999999,poly_bag
Book,Classic,Les Miserables,,24.1,16.4,"3,0",0.706,False,cardboard_box,Corrosive-8,False,0.0,0.0,,,189,1460,2980,3,False,3.0,1185.72,1679.490084985836,False,True,0.0,cardboard_box
Cosmetics,Lumine,Night Cream 50ml,,10.4,13.5,"14,9",0.283,True,glass_jar,Flammable_Liquid-3,True,14.0,15.9,"7,84",corner_guard,190,1178,2988,2,False,14.9,2091.96,7392.084805653711,True,True,3316.74,glass_jar
Shoes,Nike,Revolution, Red 42,27.8,17.7,"11,1",1.132,False,plastic_box,Compressed_Gas-2,True,31.1,21.7,"15,94",double_carton,191,1062,2745,2,False,11.1,5461.866,4824.969964664311,False,True,7491.057,plastic_box
Food Jar,Anadolu,Hazelnut Paste 320g,,11.9,11.0,"17,3",1.168,False,plastic_box,UN3481-Lithium_Ion_Battery,True,14.3,12.8,"8,11",stretch_film,192,1351,2995,3,False,17.3,2264.57,1938.844178082192,False,True,3166.5920000000006,plastic_box
Toy,ToyLand,Plush Bear 50cm,,19.4,15.4,"18,3",0.669,False,cardboard_box,Flammable_Liquid-3,True,22.2,18.3,"10,76",corner_guard,193,1230,2808,2,False,18.3,5467.308,8172.358744394618,False,True,7434.558,cardboard_box
Phone,Apple,iPhone 13,,14.9,9.9,"6,4",0.211,False,kraft_envelope,Corrosive-8,False,0.0,0.0,,,194,1240,3003,1,False,6.4,944.0640000000002,4474.236966824646,False,True,0.0,kraft_envelope
Shoes,Nike,Downshifter,,29.4,20.7,"12,6",1.289,False,metal_box,Compressed_Gas-2,False,0.0,0.0,,,195,1051,3008,2,False,12.6,7668.107999999999,5948.881303335919,False,True,0.0,metal_box
Textile,SoftWear,Jeans 32x32, Grey,25.4,19.6,"3,9",0.202,False,cardboard_box,Compressed_Gas-2,False,0.0,0.0,,,196,1095,3014,2,False,3.9,1941.576,9611.762376237622,False,True,0.0,cardboard_box
Shoes,Adidas,Superstar, Black,32.0,21.6,"11,7",1.228,False,kraft_envelope,Aerosol-2,True,36.0,23.4,"18,33",stretch_film,197,1387,2368,2,False,11.7,8087.04,6585.537459283388,False,True,9856.08,kraft_envelope
Phone,Apple,iPhone 13,,16.4,5.7,"3,2",0.305,True,poly_bag,Corrosive-8,True,19.7,9.8,"8,9",stretch_film,198,1221,3019,2,False,3.2,299.13599999999997,980.7737704918032,True,True,617.792,poly_bag
Cosmetics,Lumine,Day Cream 50ml,,9.6,11.7,"8,3",0.295,False,poly_bag,Flammable_Liquid-3,False,0.0,0.0,,,199,1484,2343,1,False,8.3,932.256,3160.1898305084746,False,True,0.0,poly_bag
Shoes,Nike,Air Zoom Pegasus,,31.5,19.8,"14,8",1.207,False,rigid_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,200,1406,2861,3,False,14.8,9230.76,7647.688483844242,False,True,0.0,rigid_box
Shoes,Nike,Downshifter,,30.4,17.6,"11,3",0.549,False,metal_box,Flammable_Liquid-3,False,0.0,0.0,,,201,1230,2808,2,False,11.3,6045.952,11012.663023679417,False,True,0.0,metal_box
Toy,ToyLand,Remote Control Car,,26.7,23.9,"19,5",0.856,False,cardboard_box,Corrosive-8,True,31.1,26.0,"16,9",foam_protector,202,1236,2642,2,False,19.5,12443.535,14536.839953271028,False,True,15767.7,cardboard_box
Laptop,Lenovo,ThinkBook 14,,35.0,26.5,"3,5",2.08,False,poly_bag,Compressed_Gas-2,False,0.0,0.0,,,203,1142,3028,1,False,3.5,3246.25,1560.6971153846152,False,True,0.0,poly_bag
Shoes,Adidas,Ultraboost,,29.3,20.7,"10,1",1.344,False,kraft_envelope,,False,0.0,0.0,,,204,1170,3035,1,False,10.1,6125.750999999999,4557.850446428571,False,False,0.0,kraft_envelope
Laptop,Dell,Inspiron 14, 256GB Silver,37.2,26.4,"2,9",1.459,False,rigid_box,Compressed_Gas-2,False,0.0,0.0,,,205,1028,3037,1,False,2.9,2848.032,1952.043865661412,False,True,0.0,rigid_box
Appliance,Philips,Handheld Vacuum,,31.2,22.8,"5,4",1.584,True,metal_box,Flammable_Liquid-3,True,35.0,26.1,"18,2",corner_guard,206,1035,3044,2,False,5.4,3841.3440000000005,2425.0909090909095,True,True,4932.900000000001,metal_box
Textile,SoftWear,Polar Jacket L, Navy 39,32.1,22.6,"6,9",0.534,False,rigid_box,Flammable_Liquid-3,False,0.0,0.0,,,207,1012,3051,3,False,6.9,5005.674000000001,9373.921348314609,False,True,0.0,rigid_box
Textile,SoftWear,Polar Jacket L, 43,24.4,22.5,"5,3",0.332,False,plastic_box,UN3481-Lithium_Ion_Battery,False,0.0,0.0,,,208,1159,3060,1,False,5.3,2909.7,8764.156626506023,False,True,0.0,plastic_box
Shoes,Adidas,Duramo, White,26.4,19.1,"12,5",1.048,False,kraft_envelope,Compressed_Gas-2,True,29.8,22.4,"15,11",double_carton,209,1326,2719,1,False,12.5,6303.0,6014.312977099236,False,True,8344.0,kraft_envelope
Cosmetics,Lumine,Night Cream 50ml,,12.9,15.2,"9,6",0.244,True,cardboard_box,Compressed_Gas-2,True,16.9,16.5,"9,46",air_cushion,210,1186,3066,1,False,9.6,1882.3679999999997,7714.622950819671,True,True,2676.9599999999996,cardboard_box
Laptop,Dell,Vostro 15,,34.0,25.1,"3,4",1.601,False,kraft_envelope,Compressed_Gas-2,True,36.9,29.0,"20,55",corner_guard,211,1242,3072,3,False,3.4,2901.5600000000004,1812.3422860712058,False,True,3638.3399999999997,kraft_envelope
Food Jar,Anadolu,Hazelnut Paste 320g,,12.0,11.2,"16,0",1.285,True,kraft_envelope,Compressed_Gas-2,False,0.0,0.0,,,212,1085,3074,2,False,16.0,2150.3999999999996,1673.463035019455,True,True,0.0,kraft_envelope
Textile,SoftWear,Basic T-Shirt M, Grey 39,28.6,21.7,"5,8",0.486,False,kraft_envelope,Flammable_Liquid-3,False,0.0,0.0,,,213,1283,3083,2,False,5.8,3599.596,7406.576131687243,False,True,0.0,kraft_envelope
Cosmetics,Lumine,Hyaluronic Acid Serum 30ml,,13.7,14.4,"7,1",0.314,False,kraft_envelope,UN3481-Lithium_Ion_Battery,True,15.8,16.8,"9,07",stretch_film,214,1065,3087,2,False,7.1,1400.6879999999999,4460.789808917197,False,True,1884.6239999999998,kraft_envelope
Cosmetics,Lumine,Day Cream 50ml,,10.5,11.3,"11,2",0.228,False,metal_box,Compressed_Gas-2,False,0.0,0.0,,,215,1169,2257,1,False,11.2,1328.8799999999999,5828.421052631578,False,True,0.0,metal_box
Laptop,Dell,XPS 13,,38.2,20.9,"2,4",1.418,True,rigid_box,UN3481-Lithium_Ion_Battery,True,41.1,22.5,"19,75",foam_protector,216,1044,3095,2,False,2.4,1916.1119999999999,1351.2778561354019,True,True,2219.4,rigid_box
Phone,Apple,iPhone 13, 512GB Graphite,17.4,9.0,"6,3",0.645,False,metal_box,UN3481-Lithium_Ion_Battery,True,19.9,10.6,"7,72",bubble_wrap,217,1061,2863,1,False,6.3,986.5799999999999,1529.581395348837,False,True,1328.9219999999998,metal_box
Cosmetics,Lumine,Night Cream 50ml,,10.8,13.3,"7,8",0.537,False,cardboard_box,Compressed_Gas-2,True,14.6,16.9,"8,66",stretch_film,218,1440,3098,3,False,7.8,1120.392,2086.391061452514,False,True,1924.572,cardboard_box
