sku;category;brand;model;variant;width_cm;length_cm;height_cm;weight_kg;fragile;package_type;hazard_class;extra_package;extra_width_cm;extra_length_cm;extra_price_usd;extra_type
SAMS-A5CE4C;Phone;Samsung;Galaxy S22; 128GB Midnight;13,8;9,7;4,6;0,45;True;cardboard_box;UN3481-Lithium_Ion_Battery;True;17.8;13.3;8.81;foam_protector
SAMS-A79D26;Phone;Samsung;Galaxy A34; 256GB Graphite;15,7;10,6;5,9;0,548;False;glass_jar;Flammable_Liquid-3;True;19.2;13.2;10.49;bubble_wrap
SAMS-A83E1C;Phone;Samsung;Galaxy S24;;16,1;10,8;2,0;0,43;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;19.3;14.2;8.81;air_cushion
SAMS-AA2913;Phone;Samsung;Galaxy S23; 256GB Silver;17,5;10,8;4,1;0,506;False;rigid_box;Compressed_Gas-2;False;;;;
SAMS-B2CFD7;Phone;Samsung;Galaxy S23; 256GB Midnight;17,6;8,5;5,2;0,518;True;kraft_envelope;UN3481-Lithium_Ion_Battery;True;18.7;10.7;7.5;double_carton
SAMS-BE4A46;Phone;Samsung;Galaxy A34; 256GB Midnight;14,9;9,3;4,5;0,506;False;cardboard_box;Compressed_Gas-2;False;18.8;14.0;10.03;stretch_film
SAMS-BFAE4D;Phone;Samsung;Galaxy A34; 256GB Silver;16,9;9,0;6,1;0,494;False;metal_box;Corrosive-8;False;18.8;13.2;8.22;air_cushion
SAMS-BFF95B;Phone;Samsung;Galaxy S24; 512GB Black;17,8;8,3;6,7;0,511;True;kraft_envelope;Flammable_Liquid-3;True;19.0;10.4;7.55;foam_protector
SAMS-C00610;Phone;Samsung;Galaxy A34; 512GB Black;14,6;9,3;5,6;0,588;False;plastic_box;Compressed_Gas-2;False;18.0;12.5;7.88;bubble_wrap
SAMS-C08259;Phone;Samsung;Galaxy S23; 256GB Black;14,1;7,2;5,3;0,604;True;kraft_envelope;Aerosol-2;True;15.9;8.6;8.44;bubble_wrap
SAMS-C2F073;Phone;Samsung;Galaxy S23; 512GB Blue;16,3;7,9;5,4;0,713;True;poly_bag;Compressed_Gas-2;True;19.3;11.1;9.35;double_carton
SAMS-C4CD10;Phone;Samsung;Galaxy S23;;12,6;7,2;1,9;0,393;False;rigid_box;Flammable_Liquid-3;True;16.9;11.5;9.01;foam_protector
SAMS-C81EF0;Phone;Samsung;Galaxy S23; 512GB Graphite;13,9;12,1;6,3;0,506;False;cardboard_box;Corrosive-8;True;16.9;15.1;8.58;corner_guard
SAMS-CAD8EB;Phone;Samsung;Galaxy S24; 128GB Black;14,7;9,2;5,3;0,772;False;kraft_envelope;Flammable_Liquid-3;True;16.6;12.8;8.81;air_cushion
SAMS-CE222A;Phone;Samsung;Galaxy S24; 512GB Midnight;13,5;9,8;5,0;0,393;False;plastic_box;Compressed_Gas-2;False;18.4;14.6;9.45;stretch_film
SAMS-CEAF7C;Phone;Samsung;Galaxy A34; 256GB Starlight;18,7;10,7;5,3;0,368;True;rigid_box;Aerosol-2;True;21.2;13.6;10.38;double_carton
SAMS-CEE3DF;Phone;Samsung;Galaxy S24; 512GB Graphite;19,0;10,9;4,8;0,467;False;plastic_box;UN3481-Lithium_Ion_Battery;True;21.4;14.1;10.25;stretch_film
SAMS-D2F602;Phone;Samsung;Galaxy S23; 512GB Black;15,2;5,0;3,9;0,298;False;rigid_box;Corrosive-8;False;21.6;13.5;9.39;foam_protector
SAMS-D3BFB5;Phone;Samsung;Galaxy S24; 128GB Midnight;17,9;8,7;5,7;0,459;True;kraft_envelope;Flammable_Liquid-3;False;17.3;13.2;8.54;stretch_film
SAMS-D740C5;Phone;Samsung;Galaxy A34; 128GB Starlight;14,0;11,2;2,7;0,409;False;glass_jar;Aerosol-2;False;16.3;14.1;8.02;stretch_film
SAMS-D90709;Phone;Samsung;Galaxy A34;;17,7;9,8;2,1;0,509;True;metal_box;Aerosol-2;True;21.9;13.3;10.79;double_carton
SAMS-E57C7A;Phone;Samsung;Galaxy A34; 512GB Graphite;15,8;11,0;5,1;0,393;False;glass_jar;Corrosive-8;True;18.1;15.4;8.68;bubble_wrap
SAMS-E9F14F;Phone;Samsung;Galaxy S22; 256GB Midnight;16,4;8,2;4,5;0,435;True;cardboard_box;Compressed_Gas-2;True;20.4;10.7;8.96;foam_protector
SAMS-EBBFAE;Phone;Samsung;Galaxy S24; 128GB Graphite;18,1;9,7;5,7;0,559;False;kraft_envelope;Corrosive-8;False;17.1;12.0;7.67;bubble_wrap
SAMS-EEE068;Phone;Samsung;Galaxy S24; 512GB Blue;14,7;8,0;5,0;0,311;True;glass_jar;Flammable_Liquid-3;True;17.8;10.8;7.38;air_cushion
SAMS-F5737A;Phone;Samsung;Galaxy S23; 128GB Blue;18,0;5,5;2,5;0,399;True;plastic_box;Aerosol-2;True;21.7;7.4;6.91;bubble_wrap
SAMS-F601E6;Phone;Samsung;Galaxy S22; 256GB Silver;17,1;5,0;6,4;0,229;False;glass_jar;Compressed_Gas-2;False;;;;
SAMS-F60CF0;Phone;Samsung;Galaxy S24; 256GB Graphite;15,5;8,5;6,1;0,491;False;cardboard_box;Corrosive-8;True;17.9;11.3;7.53;double_carton
SAMS-F8FA9B;Phone;Samsung;Galaxy S22; 128GB Blue;15,2;9,2;5,4;0,504;True;metal_box;Flammable_Liquid-3;True;19.3;10.8;7.63;air_cushion
SAMS-F92B01;Phone;Samsung;Galaxy S23; 256GB Starlight;19,2;6,3;3,0;0,507;False;poly_bag;UN3481-Lithium_Ion_Battery;True;24.2;9.7;8.23;foam_protector
SAMS-FA2A3B;Phone;Samsung;Galaxy S22; 128GB Silver;16,2;9,7;4,4;0,268;True;rigid_box;Compressed_Gas-2;True;19.6;13.4;9.69;double_carton
SAMS-FD010A;Phone;Samsung;Galaxy S24; 512GB Silver;16,1;8,6;5,7;0,294;False;metal_box;Corrosive-8;False;18.5;11.3;9.7;bubble_wrap
SOFT-01F009;Textile;SoftWear;Hoodie L; White 43;33,2;19,4;7,4;0,66;False;kraft_envelope;Corrosive-8;True;36.1;20.9;15.82;foam_protector
SOFT-023DEB;Textile;SoftWear;Hoodie L; Grey 37;31,7;22,5;6,3;0,468;False;metal_box;Flammable_Liquid-3;True;33.7;25.8;17.88;bubble_wrap
SOFT-0321A1;Textile;SoftWear;Polar Jacket L; Navy 43;30,0;17,3;5,6;0,352;False;metal_box;Aerosol-2;True;32.7;20.2;15.31;double_carton
SOFT-037AF4;Textile;SoftWear;Basic T-Shirt M; Navy 37;26,7;17,1;3,4;0,494;False;plastic_box;Corrosive-8;False;;;;
SOFT-049B78;Textile;SoftWear;Hoodie L; White;22,1;23,7;4,7;0,163;False;glass_jar;Aerosol-2;False;34.6;27.2;20.01;stretch_film
SOFT-061E0B;Textile;SoftWear;Hoodie L; 43;24,0;20,5;8,0;0,224;False;glass_jar;Flammable_Liquid-3;True;26.4;23.3;13.73;stretch_film
SOFT-07656E;Textile;SoftWear;Basic T-Shirt M; White 43;28,9;27,5;6,5;0,675;False;rigid_box;Compressed_Gas-2;True;32.2;30.1;20.25;air_cushion
SOFT-08E6D1;Textile;SoftWear;Hoodie L; Black 39;27,7;26,8;4,7;0,615;False;metal_box;Corrosive-8;False;33.0;23.5;16.83;bubble_wrap
SOFT-0B42F9;Textile;SoftWear;Hoodie L; Black 42;22,0;19,5;7,3;0,34;False;glass_jar;Corrosive-8;True;23.7;23.5;13.92;foam_protector
SOFT-0C48E9;Textile;SoftWear;Polar Jacket L; 37;29,7;19,5;6,5;0,586;False;metal_box;Aerosol-2;False;33.1;25.8;17.84;air_cushion
SOFT-0CB7A5;Textile;SoftWear;Hoodie L; Grey 41;35,0;24,0;5,3;0,324;False;poly_bag;Flammable_Liquid-3;False;;;;
SOFT-0CFBED;Textile;SoftWear;Hoodie L; Grey 42;33,8;21,0;7,6;0,554;False;kraft_envelope;Aerosol-2;False;35.4;24.1;17.3;foam_protector
SOFT-0D98CF;Textile;SoftWear;Polar Jacket L; Black 40;32,2;22,3;5,7;0,235;False;glass_jar;;False;;;;
SOFT-0EB8E5;Textile;SoftWear;Jeans 32x32; White 36;23,0;16,5;8,0;0,529;False;rigid_box;Flammable_Liquid-3;False;;;;
SOFT-117BF9;Textile;SoftWear;Basic T-Shirt M; 43;22,1;20,4;5,0;0,598;True;rigid_box;Flammable_Liquid-3;True;25.9;23.3;14.23;double_carton
SOFT-130A96;Textile;SoftWear;Polar Jacket L; Grey 36;30,1;23,0;7,4;0,537;False;poly_bag;Corrosive-8;False;35.3;27.2;18.9;bubble_wrap
SOFT-13D1DC;Textile;SoftWear;Jeans 32x32; 36;26,7;18,1;7,3;0,697;False;poly_bag;Corrosive-8;True;30.1;21.7;15.7;double_carton
SOFT-13FC68;Textile;SoftWear;Jeans 32x32; 40;30,8;20,3;6,1;0,377;False;glass_jar;UN3481-Lithium_Ion_Battery;False;33.7;20.9;15.53;stretch_film
SOFT-169BF3;Textile;SoftWear;Hoodie L; Navy 41;27,4;22,3;5,3;0,401;False;glass_jar;Aerosol-2;True;29.0;25.1;17.22;stretch_film
SOFT-17A9C6;Textile;SoftWear;Basic T-Shirt M; Navy 39;25,8;22,3;6,0;0,284;False;metal_box;UN3481-Lithium_Ion_Battery;True;27.3;24.6;15.6;bubble_wrap
SOFT-1CBD3A;Textile;SoftWear;Jeans 32x32; White 41;30,2;16,1;6,6;0,545;False;kraft_envelope;Flammable_Liquid-3;False;;;;
SOFT-1DE293;Textile;SoftWear;Basic T-Shirt M; Black;34,5;18,8;4,1;0,377;False;kraft_envelope;Compressed_Gas-2;False;26.3;28.4;16.44;corner_guard
SOFT-1EB9EB;Textile;SoftWear;Polar Jacket L; Grey 40;26,1;25,9;3,0;0,544;False;glass_jar;Flammable_Liquid-3;True;29.8;29.6;17.73;air_cushion
SOFT-202E4E;Textile;SoftWear;Polar Jacket L; Black 42;32,4;20,3;5,9;0,501;False;glass_jar;Compressed_Gas-2;False;27.6;25.9;16.44;bubble_wrap
SOFT-2071AA;Textile;SoftWear;Jeans 32x32; Grey 42;25,4;18,7;3,9;0,717;True;glass_jar;Aerosol-2;False;33.3;24.4;16.88;double_carton
SOFT-2093DB;Textile;SoftWear;Jeans 32x32; Red 37;25,9;20,1;5,0;0,52;False;glass_jar;UN3481-Lithium_Ion_Battery;False;29.8;27.5;16.79;corner_guard
SOFT-20AAB0;Textile;SoftWear;Basic T-Shirt M; Navy 42;33,0;21,1;6,4;0,252;False;plastic_box;UN3481-Lithium_Ion_Battery;True;37.3;23.1;17.97;foam_protector
SOFT-20C2D6;Textile;SoftWear;Hoodie L; White 37;27,6;24,4;7,2;0,384;False;poly_bag;Compressed_Gas-2;True;31.2;26.6;16.95;foam_protector
SOFT-20EA83;Textile;SoftWear;Basic T-Shirt M; Navy 40;21,4;17,1;5,8;0,283;False;metal_box;Flammable_Liquid-3;True;23.6;20.3;12.79;bubble_wrap
SOFT-216B9B;Textile;SoftWear;Hoodie L; 42;27,9;21,9;7,1;0,602;False;cardboard_box;Aerosol-2;True;31.0;25.4;16.35;corner_guard
SOFT-22590B;Textile;SoftWear;Hoodie L; Black;29,6;25,7;4,5;0,443;True;rigid_box;Compressed_Gas-2;True;32.5;28.4;19.58;double_carton
SOFT-2261E1;Textile;SoftWear;Basic T-Shirt M;;23,8;20,3;4,2;0,521;False;glass_jar;Corrosive-8;False;28.7;22.6;15.74;foam_protector
SOFT-24D7D7;Textile;SoftWear;Hoodie L; Red;27,8;21,4;6,3;0,567;False;metal_box;Flammable_Liquid-3;False;31.1;29.0;18.49;foam_protector
SOFT-257CD5;Textile;SoftWear;Polar Jacket L; 42;27,4;20,8;8,4;0,454;False;rigid_box;Compressed_Gas-2;True;29.1;24.7;16.37;corner_guard
SOFT-259F9E;Textile;SoftWear;Polar Jacket L; Grey 42;25,6;21,3;6,3;0,492;False;glass_jar;UN3481-Lithium_Ion_Battery;True;28.7;25.3;15.84;foam_protector
SOFT-25C9DD;Textile;SoftWear;Basic T-Shirt M; Grey 43;33,5;17,8;7,4;0,412;False;poly_bag;Corrosive-8;True;37.6;19.2;17.1;corner_guard
SOFT-25CA5D;Textile;SoftWear;Polar Jacket L; Black 41;26,1;22,7;4,8;0,442;False;kraft_envelope;Flammable_Liquid-3;False;26.9;20.8;12.89;bubble_wrap
SOFT-264DE0;Textile;SoftWear;Jeans 32x32; Grey;25,4;19,6;3,9;0,202;False;cardboard_box;Compressed_Gas-2;False;28.0;23.9;15.31;foam_protector
SOFT-26695D;Textile;SoftWear;Basic T-Shirt M; Red 37;28,3;19,0;8,5;0,23;False;rigid_box;Aerosol-2;True;31.7;23.0;16.09;bubble_wrap
SOFT-2A8402;Textile;SoftWear;Basic T-Shirt M; White;33,2;20,8;5,8;0,611;False;poly_bag;Compressed_Gas-2;False;24.1;22.2;13.01;double_carton
SOFT-2C3DB1;Textile;SoftWear;Polar Jacket L; 43;29,2;18,7;3,1;0,758;False;rigid_box;Corrosive-8;False;41.7;23.5;19.98;corner_guard
SOFT-2E5018;Textile;SoftWear;Polar Jacket L; White 36;29,6;20,4;7,4;0,343;False;poly_bag;Corrosive-8;True;33.0;21.6;16.55;foam_protector
SOFT-2E7BEB;Textile;SoftWear;Basic T-Shirt M; White 40;26,9;18,1;3,7;0,414;False;kraft_envelope;UN3481-Lithium_Ion_Battery;True;30.3;22.4;14.81;foam_protector
SOFT-2E84FB;Textile;SoftWear;Hoodie L; Black 43;28,0;18,2;6,8;0,64;False;rigid_box;;False;23.8;19.1;11.94;corner_guard
SOFT-2E9868;Textile;SoftWear;Hoodie L; Navy 36;35,8;24,1;7,5;0,511;False;kraft_envelope;Compressed_Gas-2;True;37.2;26.8;19.49;bubble_wrap
SOFT-2F57E0;Textile;SoftWear;Jeans 32x32; Navy 39;29,1;22,9;6,8;0,415;False;poly_bag;Compressed_Gas-2;True;30.1;24.9;16.96;air_cushion
SOFT-30E567;Textile;SoftWear;Jeans 32x32; White 42;26,3;25,7;7,5;0,415;False;cardboard_box;Flammable_Liquid-3;False;35.0;27.1;19.26;air_cushion
SOFT-31D24D;Textile;SoftWear;Jeans 32x32; Navy 41;26,3;25,1;4,5;0,354;False;glass_jar;UN3481-Lithium_Ion_Battery;True;30.0;27.6;17.84;foam_protector
SOFT-328C32;Textile;SoftWear;Basic T-Shirt M; Red 40;21,7;19,3;5,7;0,466;False;metal_box;UN3481-Lithium_Ion_Battery;False;34.2;26.2;18.56;double_carton
SOFT-3A99EF;Textile;SoftWear;Polar Jacket L; 38;27,3;19,0;7,4;0,551;False;poly_bag;Corrosive-8;True;29.7;22.1;15.18;bubble_wrap
SOFT-3CACAF;Textile;SoftWear;Hoodie L; Grey 39;26,3;18,4;5,8;0,625;False;cardboard_box;Compressed_Gas-2;False;34.6;24.1;18.59;bubble_wrap
SOFT-3CEC82;Textile;SoftWear;Polar Jacket L; Grey 41;28,8;23,6;8,5;0,587;False;kraft_envelope;Aerosol-2;False;32.6;25.3;17.41;double_carton
SOFT-3D7348;Textile;SoftWear;Polar Jacket L; White 37;27,3;23,9;8,2;0,721;False;metal_box;Flammable_Liquid-3;True;30.1;26.9;18.59;foam_protector
SOFT-3E325E;Textile;SoftWear;Basic T-Shirt M; White 41;30,6;24,2;5,5;0,474;False;rigid_box;Flammable_Liquid-3;True;35.2;27.7;19.13;stretch_film
SOFT-3E85EB;Textile;SoftWear;Jeans 32x32; White 37;30,6;23,3;6,5;0,756;False;metal_box;Corrosive-8;True;34.9;26.8;20.95;corner_guard
SOFT-3EC4BE;Textile;SoftWear;Jeans 32x32; White 38;30,5;23,4;5,3;0,737;False;kraft_envelope;Flammable_Liquid-3;False;31.3;24.6;17.59;double_carton
SOFT-3F6680;Textile;SoftWear;Jeans 32x32; Grey 37;24,8;20,3;5,5;0,364;False;cardboard_box;Flammable_Liquid-3;True;28.0;24.5;14.79;air_cushion
SOFT-4077C9;Textile;SoftWear;Basic T-Shirt M; White 38;28,4;22,6;4,6;0,395;False;metal_box;Corrosive-8;False;;;;
SOFT-42A6F3;Textile;SoftWear;Basic T-Shirt M; Navy;25,5;19,1;2,4;0,563;False;rigid_box;Compressed_Gas-2;False;26.6;21.7;13.72;foam_protector
SOFT-4317CD;Textile;SoftWear;Jeans 32x32; White 39;37,4;15,2;2,5;0,604;False;cardboard_box;Compressed_Gas-2;False;;;;
SOFT-49906D;Textile;SoftWear;Polar Jacket L; Navy 37;34,8;17,2;4,5;0,429;False;rigid_box;UN3481-Lithium_Ion_Battery;True;38.4;18.9;15.61;double_carton
SOFT-49CFDD;Textile;SoftWear;Hoodie L; White 42;24,4;23,3;5,6;0,591;False;rigid_box;Corrosive-8;True;27.3;27.0;16.64;foam_protector
SOFT-4BA111;Textile;SoftWear;Basic T-Shirt M; Grey 39;28,6;21,7;5,8;0,486;False;kraft_envelope;Flammable_Liquid-3;False;37.1;24.6;18.19;corner_guard
SOFT-4C89F7;Textile;SoftWear;Polar Jacket L; 40;27,2;23,4;6,0;0,269;False;glass_jar;Aerosol-2;True;28.2;26.6;15.75;air_cushion
SOFT-4DBC19;Textile;SoftWear;Jeans 32x32; Black 40;31,8;25,5;4,7;0,237;False;cardboard_box;Aerosol-2;False;27.1;23.0;13.85;stretch_film
SOFT-4E3B4A;Textile;SoftWear;Jeans 32x32; Black 38;31,4;21,0;6,6;0,68;False;metal_box;UN3481-Lithium_Ion_Battery;False;28.1;23.2;14.73;stretch_film
SOFT-4EB6D3;Textile;SoftWear;Basic T-Shirt M; Red;32,0;18,6;8,6;0,362;False;rigid_box;Aerosol-2;True;34.5;22.6;17.26;foam_protector
SOFT-4EDE6F;Textile;SoftWear;Jeans 32x32; Red 43;21,9;18,8;7,6;0,534;False;kraft_envelope;UN3481-Lithium_Ion_Battery;False;27.9;27.4;17.19;air_cushion
SOFT-50C4C1;Textile;SoftWear;Polar Jacket L; Navy 39;32,1;22,6;6,9;0,534;False;rigid_box;Flammable_Liquid-3;False;34.0;19.6;14.76;foam_protector
SOFT-50ED60;Textile;SoftWear;Jeans 32x32; White 40;24,0;22,7;5,8;0,463;False;rigid_box;Compressed_Gas-2;False;;;;
SOFT-517E69;Textile;SoftWear;Jeans 32x32; Red;26,1;19,9;7,0;0,581;False;glass_jar;UN3481-Lithium_Ion_Battery;True;30.0;21.7;14.77;corner_guard
SOFT-532D6E;Textile;SoftWear;Polar Jacket L;;31,9;19,4;6,1;0,398;False;poly_bag;Corrosive-8;True;35.6;22.4;17.99;double_carton
SOFT-53DA12;Textile;SoftWear;Hoodie L; Red 38;31,6;21,2;8,1;0,391;False;rigid_box;Flammable_Liquid-3;False;28.1;24.6;14.87;corner_guard
SOFT-5414FF;Textile;SoftWear;Polar Jacket L; White;29,9;17,6;7,4;0,135;False;glass_jar;Compressed_Gas-2;True;34.5;22.4;17.85;foam_protector
SOFT-561780;Textile;SoftWear;Polar Jacket L; White 41;22,0;22,0;7,6;0,623;False;poly_bag;UN3481-Lithium_Ion_Battery;False;23.1;27.6;14.57;double_carton
SOFT-577C30;Textile;SoftWear;Jeans 32x32; 42;25,2;22,3;5,6;0,276;False;cardboard_box;UN3481-Lithium_Ion_Battery;False;27.2;21.4;14.56;corner_guard
SOFT-5DD410;Textile;SoftWear;Basic T-Shirt M; Black 37;29,6;26,1;4,7;0,558;True;rigid_box;Aerosol-2;True;32.8;28.7;19.84;double_carton
SOFT-600425;Textile;SoftWear;Basic T-Shirt M; Black 38;23,3;27,3;4,7;0,266;False;glass_jar;UN3481-Lithium_Ion_Battery;True;28.9;29.7;17.37;air_cushion
SOFT-614B2B;Textile;SoftWear;Hoodie L; 41;26,6;24,6;5,4;0,391;True;poly_bag;Aerosol-2;True;29.2;27.5;18.84;corner_guard
SOFT-61608D;Textile;SoftWear;Jeans 32x32; Navy 40;28,0;20,8;4,4;0,69;False;cardboard_box;Compressed_Gas-2;True;31.6;23.9;17.1;bubble_wrap
SOFT-621D33;Textile;SoftWear;Hoodie L; 37;26,5;19,9;8,4;0,355;False;glass_jar;Flammable_Liquid-3;False;32.8;23.1;15.93;stretch_film
SOFT-6256E9;Textile;SoftWear;Hoodie L; Navy 43;26,8;18,6;8,0;0,628;False;plastic_box;UN3481-Lithium_Ion_Battery;True;29.8;21.6;14.16;air_cushion
SOFT-65FE8D;Textile;SoftWear;Basic T-Shirt M; Grey 38;21,6;20,0;9,2;0,564;False;poly_bag;Aerosol-2;False;;;;
SOFT-6A1BBA;Textile;SoftWear;Polar Jacket L; Red 42;28,4;18,9;5,0;0,333;False;rigid_box;Flammable_Liquid-3;True;30.9;21.6;14.51;double_carton
SOFT-6B6F0C;Textile;SoftWear;Polar Jacket L; Black 37;27,3;18,8;6,6;0,211;False;metal_box;Compressed_Gas-2;False;32.2;25.2;16.86;corner_guard
SOFT-6C1F8C;Textile;SoftWear;Hoodie L; Black 36;42,5;24,5;5,9;0,697;False;kraft_envelope;UN3481-Lithium_Ion_Battery;False;;;;
SOFT-6CAA31;Textile;SoftWear;Jeans 32x32; Navy 37;24,9;17,5;4,7;0,329;False;cardboard_box;Compressed_Gas-2;False;;;;
SOFT-6CE172;Textile;SoftWear;Basic T-Shirt M; Black 43;26,1;20,5;6,1;0,422;False;kraft_envelope;Aerosol-2;False;34.8;27.1;19.41;corner_guard
SOFT-6DD9FD;Textile;SoftWear;Hoodie L; Navy 38;32,1;18,6;6,6;0,35;False;glass_jar;Compressed_Gas-2;False;34.8;21.8;16.29;air_cushion
SOFT-6E79EC;Textile;SoftWear;Basic T-Shirt M; 36;29,2;24,3;7,6;0,539;False;rigid_box;Aerosol-2;True;32.1;26.7;19.11;double_carton
SOFT-6EF025;Textile;SoftWear;Jeans 32x32; Grey 39;23,7;21,2;4,6;0,532;False;glass_jar;Compressed_Gas-2;False;31.6;27.4;17.49;bubble_wrap
SOFT-701188;Textile;SoftWear;Jeans 32x32; Black 36;23,0;22,3;7,4;0,522;False;glass_jar;Corrosive-8;False;28.7;24.6;15.47;air_cushion
SOFT-70659C;Textile;SoftWear;Basic T-Shirt M; Red 43;26,3;17,4;5,3;0,812;False;plastic_box;Flammable_Liquid-3;True;31.8;20.0;15.46;double_carton
SOFT-707143;Textile;SoftWear;Basic T-Shirt M; White 39;26,6;26,0;5,4;0,626;False;cardboard_box;Aerosol-2;True;30.4;28.3;17.99;foam_protector
SOFT-7180EE;Textile;SoftWear;Polar Jacket L; Red 41;21,7;21,6;2,4;0,787;False;plastic_box;Compressed_Gas-2;False;;;;
SOFT-7456C6;Textile;SoftWear;Basic T-Shirt M; Grey;20,7;19,3;5,3;0,312;False;metal_box;Compressed_Gas-2;False;25.2;27.8;15.01;stretch_film
SOFT-75B67D;Textile;SoftWear;Jeans 32x32; Navy 43;20,9;20,9;7,2;0,541;False;poly_bag;Flammable_Liquid-3;False;40.7;20.1;16.77;bubble_wrap
SOFT-75CEBB;Textile;SoftWear;Hoodie L; Red 40;22,3;20,4;5,7;0,427;False;poly_bag;Flammable_Liquid-3;False;37.8;21.8;17.73;double_carton
SOFT-76EA45;Textile;SoftWear;Hoodie L; Black 41;27,4;21,7;5,7;0,515;False;plastic_box;Aerosol-2;False;38.4;20.5;17.26;double_carton
SOFT-7817B3;Textile;SoftWear;Jeans 32x32; Navy;36,0;22,7;7,1;0,586;False;metal_box;Aerosol-2;True;37.8;27.8;20.26;foam_protector
SOFT-7BA2BE;Textile;SoftWear;Jeans 32x32; 43;30,2;24,3;8,3;0,54;False;glass_jar;Flammable_Liquid-3;True;31.4;26.5;18.86;stretch_film
SOFT-7BB0C7;Textile;SoftWear;Hoodie L; Navy 40;33,9;21,5;7,4;0,578;False;kraft_envelope;Aerosol-2;True;36.3;24.2;17.68;corner_guard
SOFT-81473B;Textile;SoftWear;Jeans 32x32; Grey 36;30,4;21,7;6,0;0,576;False;rigid_box;Flammable_Liquid-3;False;31.7;24.1;17.51;air_cushion
SOFT-837F24;Textile;SoftWear;Basic T-Shirt M; Black 39;27,0;25,0;7,3;0,449;False;plastic_box;Corrosive-8;True;29.1;26.9;16.24;bubble_wrap
SOFT-8451B5;Textile;SoftWear;Polar Jacket L; Red 38;27,0;17,4;7,3;0,686;False;metal_box;Flammable_Liquid-3;False;;;;
SOFT-86D87B;Textile;SoftWear;Basic T-Shirt M; Red 41;23,7;23,6;7,5;0,237;False;metal_box;Compressed_Gas-2;False;;;;
SOFT-896DCC;Textile;SoftWear;Polar Jacket L; Red 39;22,7;19,1;4,7;0,328;False;poly_bag;Compressed_Gas-2;False;26.9;23.1;14.83;corner_guard
SOFT-8A0DF6;Textile;SoftWear;Jeans 32x32; Black 43;25,1;21,7;6,6;0,761;False;rigid_box;Compressed_Gas-2;False;;;;
SOFT-8B7460;Textile;SoftWear;Jeans 32x32; 41;30,6;16,0;3,4;0,196;False;poly_bag;UN3481-Lithium_Ion_Battery;True;31.9;19.9;15.17;corner_guard
SOFT-8C0CA5;Textile;SoftWear;Polar Jacket L; Red 43;34,0;24,1;6,4;0,465;False;cardboard_box;Aerosol-2;False;;;;
SOFT-906868;Textile;SoftWear;Hoodie L; Red 42;22,9;21,7;7,6;0,181;False;rigid_box;Corrosive-8;False;;;;
SOFT-94A3BC;Textile;SoftWear;Basic T-Shirt M; 39;30,2;26,6;6,7;0,696;False;kraft_envelope;Flammable_Liquid-3;True;32.2;29.5;18.75;corner_guard
SOFT-94B78E;Textile;SoftWear;Basic T-Shirt M; Red 38;22,3;26,1;5,2;0,735;False;poly_bag;Aerosol-2;False;;;;
SOFT-97FA15;Textile;SoftWear;Basic T-Shirt M; 37;31,9;21,5;6,0;0,451;False;kraft_envelope;Compressed_Gas-2;False;32.1;28.9;18.42;bubble_wrap
SOFT-97FFF8;Textile;SoftWear;Jeans 32x32; 37;35,1;25,2;7,0;0,521;False;plastic_box;UN3481-Lithium_Ion_Battery;True;38.6;26.2;19.67;stretch_film
SOFT-98D8A1;Textile;SoftWear;Jeans 32x32; Navy 42;30,2;21,7;2,8;0,569;False;kraft_envelope;Compressed_Gas-2;False;;;;
SOFT-99B422;Textile;SoftWear;Basic T-Shirt M; 42;31,4;29,2;5,5;0,597;False;cardboard_box;UN3481-Lithium_Ion_Battery;True;34.6;31.2;20.92;air_cushion
SOFT-9A763C;Textile;SoftWear;Polar Jacket L; Navy 40;30,8;21,3;6,4;0,399;False;cardboard_box;Flammable_Liquid-3;True;35.3;22.5;16.41;corner_guard
SOFT-9C1D73;Textile;SoftWear;Jeans 32x32; White 43;30,9;24,5;4,9;0,597;False;glass_jar;Flammable_Liquid-3;False;32.2;25.3;17.38;stretch_film
SOFT-9CA908;Textile;SoftWear;Basic T-Shirt M; Red 39;22,9;18,8;3,0;0,455;False;metal_box;Corrosive-8;False;35.1;23.7;19.48;stretch_film
SOFT-9CB363;Textile;SoftWear;Hoodie L; White 38;20,9;19,1;5,9;0,408;False;glass_jar;UN3481-Lithium_Ion_Battery;False;27.4;29.1;17.35;bubble_wrap
SOFT-9E08A7;Textile;SoftWear;Jeans 32x32; Black 42;23,4;21,3;5,5;0,619;True;poly_bag;Aerosol-2;True;26.5;24.1;15.23;air_cushion
SOFT-9E08CC;Textile;SoftWear;Polar Jacket L; Black 43;27,3;25,2;6,3;0,48;False;glass_jar;Compressed_Gas-2;False;29.6;25.0;17.21;corner_guard
SOFT-9E39DE;Textile;SoftWear;Jeans 32x32; Red 41;28,8;15,5;2,4;0,626;False;poly_bag;UN3481-Lithium_Ion_Battery;False;;;;
SOFT-9EEA86;Textile;SoftWear;Polar Jacket L; Grey 37;33,6;22,7;6,3;0,805;False;rigid_box;Flammable_Liquid-3;True;36.7;26.0;18.81;stretch_film
SOFT-9F0A26;Textile;SoftWear;Basic T-Shirt M; 40;29,3;19,9;7,2;0,332;False;glass_jar;Flammable_Liquid-3;True;31.3;21.9;15.57;double_carton
