sku,width_mm,length_mm,height_mm,weight_g,fragile,packaging_type,hazmat_class,extra_pack,extra_pack_width_mm,extra_pack_length_mm,extra_pack_price_try,extra_pack_type
SKU-000249,262.0,187.0,222.0,775.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,300.0,219.0,15.72,double_carton
SKU-000250,271.0,151.0,188.0,1170.0,False,plastic_box,Compressed_Gas-2,True,290.0,194.0,12.94,bubble_wrap
SKU-000251,275.0,225.0,37.0,114.0,True,kavanoz,Compressed_Gas-2,True,303.0,257.0,17.14,double_carton
SKU-000252,131.0,70.0,43.0,358.0,True,zarf,,False,,,,
SKU-000253,356.0,240.0,84.0,1446.0,True,cardboard_box,Flammable_Liquid-3,True,389.0,267.0,20.65,corner_guard
SKU-000254,186.0,102.0,57.0,403.0,True,kavanoz,Aerosol-2,True,221.0,119.0,9.77,air_cushion
SKU-000255,196.0,251.0,44.0,399.0,False,metal_box,Aerosol-2,False,,,,
SKU-000256,342.0,252.0,235.0,860.0,False,poşet,Corrosive-8,False,,,,
SKU-000257,100.0,102.0,152.0,1297.0,True,zarf,,False,,,,
SKU-000258,256.0,244.0,203.0,397.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000259,198.0,169.0,60.0,528.0,False,kutu,Flammable_Liquid-3,True,229.0,201.0,11.4,stretch_film
SKU-000260,309.0,291.0,92.0,1953.0,False,zarf,Corrosive-8,True,326.0,323.0,21.05,double_carton
SKU-000261,224.0,260.0,55.0,479.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000262,225.0,154.0,20.0,631.0,False,zarf,Corrosive-8,False,,,,
SKU-000263,320.0,220.0,118.0,888.0,False,plastic_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000264,327.0,242.0,75.0,249.0,False,zarf,UN3481-Lithium_Ion_Battery,True,341.0,278.0,19.83,bubble_wrap
SKU-000265,159.0,100.0,65.0,482.0,True,metal_box,Aerosol-2,True,185.0,142.0,9.26,double_carton
SKU-000266,187.0,79.0,61.0,370.0,True,zarf,Compressed_Gas-2,True,209.0,119.0,8.34,corner_guard
SKU-000267,162.0,92.0,37.0,531.0,True,zarf,,True,183.0,124.0,8.17,stretch_film
SKU-000268,215.0,202.0,27.0,484.0,False,kavanoz,Corrosive-8,True,254.0,239.0,14.59,foam_protector
SKU-000269,112.0,141.0,115.0,312.0,False,poşet,Corrosive-8,False,,,,
SKU-000270,151.0,165.0,29.0,911.0,False,metal_box,Flammable_Liquid-3,True,173.0,178.0,9.92,double_carton
SKU-000271,435.0,250.0,23.0,1430.0,False,cardboard_box,Compressed_Gas-2,True,460.0,274.0,24.07,bubble_wrap
SKU-000272,115.0,125.0,174.0,1347.0,False,kavanoz,Corrosive-8,False,,,,
SKU-000273,330.0,188.0,19.0,1004.9999999999999,True,metal_box,Aerosol-2,True,366.0,217.0,16.97,air_cushion
SKU-000274,225.0,295.0,276.0,767.0,False,plastic_box,Flammable_Liquid-3,True,244.0,329.0,16.54,corner_guard
SKU-000275,132.0,104.0,167.0,1618.0,False,metal_box,Flammable_Liquid-3,True,165.0,123.0,7.91,double_carton
SKU-000276,384.0,210.0,34.0,1242.0,False,kutu,Flammable_Liquid-3,True,414.0,232.0,19.5,stretch_film
SKU-000277,270.0,176.0,21.0,534.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000278,323.0,201.0,126.0,997.0,False,poşet,Compressed_Gas-2,True,342.0,240.0,17.29,foam_protector
SKU-000279,321.0,190.0,123.0,1075.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-000280,294.0,146.0,35.0,945.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-000281,311.0,202.0,63.0,277.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-000282,348.0,185.0,127.0,1234.0,False,kutu,Flammable_Liquid-3,True,386.0,202.0,16.66,stretch_film
SKU-000283,225.0,183.0,22.0,541.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000284,265.0,199.0,84.0,355.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-000285,314.0,227.0,87.0,2670.0,False,zarf,Compressed_Gas-2,True,351.0,264.0,18.71,corner_guard
SKU-000286,254.0,245.0,78.0,655.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-000287,92.0,98.0,194.0,1443.0,False,plastic_box,Aerosol-2,True,128.0,111.0,6.69,double_carton
SKU-000288,238.0,140.0,30.0,983.0,False,kavanoz,Corrosive-8,False,,,,
SKU-000289,329.0,289.0,87.0,1599.0,False,cardboard_box,Flammable_Liquid-3,True,356.0,313.0,22.31,bubble_wrap
SKU-000290,241.0,186.0,78.0,535.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000291,322.0,247.0,123.0,1435.0,False,poşet,Corrosive-8,False,,,,
SKU-000292,100.0,91.0,177.0,877.0,True,metal_box,Compressed_Gas-2,True,145.0,141.0,8.74,bubble_wrap
SKU-000293,187.0,182.0,38.0,687.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,229.0,216.0,12.82,stretch_film
SKU-000294,385.0,232.0,97.0,1424.0,False,zarf,UN3481-Lithium_Ion_Battery,True,428.0,268.0,22.01,double_carton
SKU-000295,330.0,202.0,74.0,692.0,False,kutu,Flammable_Liquid-3,True,373.0,223.0,17.65,foam_protector
SKU-000296,90.0,129.0,100.0,434.0,True,poşet,Flammable_Liquid-3,True,132.0,153.0,8.82,air_cushion
SKU-000297,115.0,134.0,130.0,103.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000298,133.0,109.0,52.0,418.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000299,235.0,170.0,33.0,461.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-000300,124.0,124.0,170.0,1464.0,False,kutu,Flammable_Liquid-3,True,163.0,158.0,9.46,stretch_film
SKU-000301,299.0,210.0,123.0,998.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000302,300.0,227.0,115.0,1282.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000303,249.0,225.0,135.0,1213.0,True,zarf,Aerosol-2,True,275.0,265.0,15.97,stretch_film
SKU-000304,111.0,120.0,149.0,1120.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,121.0,157.0,8.36,corner_guard
SKU-000305,146.0,93.0,56.0,588.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-000306,305.0,186.0,162.0,389.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000307,116.0,126.0,181.0,1182.0,False,metal_box,Corrosive-8,False,,,,
SKU-000308,111.0,131.0,190.0,951.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000309,348.0,268.0,98.0,2473.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000310,341.0,170.0,252.0,966.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-000311,203.0,164.0,30.0,795.0,False,kutu,Corrosive-8,True,234.0,182.0,11.62,corner_guard
SKU-000312,96.0,163.0,83.0,497.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-000313,224.0,186.0,67.0,501.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-000314,386.0,277.0,92.0,1455.0,False,zarf,Corrosive-8,False,,,,
SKU-000315,236.0,135.0,16.0,749.0,False,metal_box,Corrosive-8,False,,,,
SKU-000316,304.0,241.0,117.0,903.0,False,zarf,Aerosol-2,True,341.0,280.0,20.26,corner_guard
SKU-000317,95.0,132.0,105.0,301.0,False,kutu,Corrosive-8,True,141.0,169.0,9.22,double_carton
SKU-000318,261.0,152.0,28.0,449.0,False,kavanoz,Aerosol-2,True,277.0,192.0,14.46,double_carton
SKU-000319,241.0,213.0,138.0,519.0,False,zarf,Aerosol-2,True,274.0,223.0,15.3,air_cushion
SKU-000320,335.0,242.0,100.0,1700.0,False,zarf,,False,,,,
SKU-000321,221.0,237.0,47.0,163.0,False,kavanoz,Aerosol-2,False,,,,
SKU-000322,338.0,242.0,107.0,2506.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,361.0,295.0,20.47,corner_guard
SKU-000323,118.0,119.0,176.0,1697.0,False,poşet,Compressed_Gas-2,True,143.0,174.0,8.73,air_cushion
SKU-000324,322.0,249.0,95.0,1740.0,False,poşet,Corrosive-8,True,357.0,294.0,20.67,stretch_film
SKU-000325,289.0,203.0,66.0,454.0,False,kavanoz,Corrosive-8,False,,,,
SKU-000326,344.0,302.0,234.0,351.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-000327,158.0,65.0,46.0,621.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,198.0,83.0,8.8,corner_guard
SKU-000328,265.0,213.0,131.0,579.0,False,kavanoz,Aerosol-2,True,294.0,244.0,15.26,stretch_film
SKU-000329,211.0,173.0,27.0,609.0,False,cardboard_box,Flammable_Liquid-3,False,,,,
SKU-000330,214.0,191.0,110.0,1260.0,False,kavanoz,Corrosive-8,True,233.0,217.0,12.82,double_carton
SKU-000331,350.0,201.0,38.0,1297.0,True,plastic_box,Corrosive-8,False,,,,
SKU-000332,171.0,72.0,49.0,226.0,False,cardboard_box,Compressed_Gas-2,True,207.0,103.0,7.7,corner_guard
SKU-000333,107.0,115.0,198.0,1397.0,True,metal_box,Flammable_Liquid-3,True,140.0,145.0,7.54,air_cushion
SKU-000334,272.0,185.0,182.0,1062.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,293.0,226.0,14.86,double_carton
SKU-000335,286.0,175.0,142.0,1102.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,327.0,195.0,14.6,double_carton
SKU-000336,372.0,179.0,194.0,531.0,True,poşet,Aerosol-2,False,,,,
SKU-000337,120.0,103.0,185.0,1546.0,False,kavanoz,Flammable_Liquid-3,True,149.0,128.0,9.15,bubble_wrap
SKU-000338,318.0,167.0,190.0,561.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000339,219.0,181.0,35.0,929.0,False,zarf,Flammable_Liquid-3,True,254.0,204.0,12.27,foam_protector
SKU-000340,331.0,231.0,95.0,1098.0,False,metal_box,Aerosol-2,False,,,,
SKU-000341,78.0,96.0,70.0,181.0,True,cardboard_box,Compressed_Gas-2,False,,,,
SKU-000342,242.0,155.0,40.0,724.0,False,kavanoz,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000343,365.0,269.0,26.0,1187.0,False,metal_box,Corrosive-8,True,404.0,315.0,23.66,double_carton
SKU-000344,142.0,103.0,42.0,273.0,True,kutu,Aerosol-2,False,,,,
SKU-000345,308.0,214.0,130.0,1263.0,False,poşet,Corrosive-8,True,331.0,231.0,16.07,corner_guard
SKU-000346,269.0,227.0,23.0,643.0,True,poşet,Aerosol-2,True,279.0,260.0,15.55,foam_protector
SKU-000347,344.0,200.0,99.0,2474.0,False,zarf,,False,,,,
SKU-000348,298.0,225.0,105.0,1119.0,False,zarf,Corrosive-8,True,328.0,246.0,17.72,stretch_film
SKU-000349,304.0,217.0,60.0,576.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000350,132.0,258.0,105.0,377.0,True,cardboard_box,Flammable_Liquid-3,True,151.0,283.0,11.37,foam_protector
SKU-000351,220.0,220.0,76.0,623.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000352,156.0,218.0,163.0,726.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-000353,197.0,161.0,32.0,491.0,False,plastic_box,Corrosive-8,True,212.0,187.0,11.73,air_cushion
SKU-000354,117.0,111.0,176.0,1407.0,False,zarf,Flammable_Liquid-3,True,151.0,148.0,9.3,bubble_wrap
SKU-000355,131.0,93.0,44.0,393.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000356,370.0,288.0,85.0,1733.0,False,poşet,Compressed_Gas-2,True,408.0,325.0,24.39,air_cushion
SKU-000357,370.0,225.0,93.0,2447.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,403.0,259.0,20.16,double_carton
SKU-000358,218.0,270.0,206.0,608.0,False,cardboard_box,Compressed_Gas-2,False,,,,
SKU-000359,168.0,79.0,65.0,598.0,True,cardboard_box,Compressed_Gas-2,True,198.0,125.0,9.36,bubble_wrap
SKU-000360,301.0,216.0,131.0,1250.0,False,cardboard_box,Compressed_Gas-2,True,343.0,241.0,17.56,bubble_wrap
SKU-000361,131.0,80.0,82.0,186.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-000362,304.0,225.0,137.0,711.0,False,poşet,Compressed_Gas-2,True,346.0,260.0,18.29,stretch_film
SKU-000363,306.0,259.0,24.0,1875.0,False,poşet,Compressed_Gas-2,True,328.0,297.0,19.78,bubble_wrap
SKU-000364,130.0,115.0,92.0,437.0,False,kavanoz,Aerosol-2,True,147.0,149.0,8.72,stretch_film
SKU-000365,378.0,202.0,107.0,928.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-000366,133.0,119.0,176.0,1183.0,False,zarf,Flammable_Liquid-3,False,,,,
SKU-000367,103.0,122.0,159.0,1304.0,True,kutu,Compressed_Gas-2,False,,,,
SKU-000368,375.0,146.0,45.0,1054.0,True,cardboard_box,Corrosive-8,True,413.0,171.0,15.89,stretch_film
SKU-000369,316.0,190.0,123.0,913.0,False,zarf,Aerosol-2,False,,,,
SKU-000370,284.0,165.0,28.0,408.0,False,poşet,Aerosol-2,True,321.0,203.0,14.64,foam_protector
SKU-000371,335.0,202.0,128.0,1372.0,False,cardboard_box,Corrosive-8,False,,,,
SKU-000372,112.0,132.0,203.0,1371.0,False,kutu,Aerosol-2,True,145.0,178.0,8.78,corner_guard
SKU-000373,312.0,201.0,124.0,1266.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-000374,330.0,229.0,46.0,606.0,False,poşet,Aerosol-2,True,345.0,239.0,17.77,double_carton
SKU-000375,154.0,82.0,51.0,401.0,False,metal_box,Aerosol-2,True,182.0,123.0,8.1,corner_guard
SKU-000376,298.0,202.0,108.0,834.0,False,plastic_box,Compressed_Gas-2,True,349.0,219.0,17.85,double_carton
SKU-000377,124.0,123.0,168.0,1143.0,True,plastic_box,Flammable_Liquid-3,True,173.0,162.0,8.7,stretch_film
SKU-000378,336.0,177.0,126.0,904.0,False,kutu,Flammable_Liquid-3,True,380.0,225.0,17.9,double_carton
SKU-000379,105.0,98.0,172.0,1170.0,False,metal_box,Flammable_Liquid-3,True,140.0,152.0,8.52,foam_protector
SKU-000380,332.0,281.0,90.0,1806.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,346.0,313.0,21.47,double_carton
SKU-000381,123.0,91.0,52.0,440.0,False,kutu,UN3481-Lithium_Ion_Battery,True,135.0,121.0,8.57,bubble_wrap
SKU-000382,337.0,209.0,117.0,615.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,355.0,227.0,16.99,stretch_film
SKU-000383,118.0,107.0,182.0,1512.0,True,cardboard_box,Aerosol-2,True,161.0,121.0,7.73,corner_guard
SKU-000384,112.0,104.0,170.0,1244.0,False,poşet,Compressed_Gas-2,True,124.0,132.0,9.07,foam_protector
SKU-000385,204.0,162.0,28.0,648.0,False,cardboard_box,Flammable_Liquid-3,True,241.0,187.0,11.4,foam_protector
SKU-000386,174.0,85.0,37.0,578.0,False,zarf,UN3481-Lithium_Ion_Battery,True,227.0,111.0,8.28,bubble_wrap
SKU-000387,278.0,395.0,250.0,496.0,False,metal_box,Compressed_Gas-2,True,315.0,426.0,24.63,corner_guard
SKU-000388,311.0,224.0,120.0,1191.0,False,zarf,Aerosol-2,False,,,,
SKU-000389,315.0,252.0,143.0,789.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,361.0,282.0,19.77,air_cushion
SKU-000390,335.0,226.0,104.0,1141.0,False,zarf,Compressed_Gas-2,False,,,,
SKU-000391,302.0,187.0,128.0,807.0,False,kutu,Aerosol-2,False,,,,
SKU-000392,170.0,83.0,32.0,347.0,False,poşet,,False,,,,
SKU-000393,300.0,247.0,141.0,1173.0,False,zarf,Flammable_Liquid-3,False,,,,
SKU-000394,318.0,196.0,124.0,914.0,False,kavanoz,,False,,,,
SKU-000395,338.0,210.0,76.0,554.0,False,zarf,Aerosol-2,False,,,,
SKU-000396,109.0,114.0,171.0,1516.0,False,metal_box,Corrosive-8,False,,,,
SKU-000397,254.0,187.0,39.0,717.0,True,kavanoz,Aerosol-2,False,,,,
SKU-000398,114.0,110.0,150.0,1093.0,True,cardboard_box,Compressed_Gas-2,True,141.0,137.0,8.21,double_carton
SKU-000399,115.0,106.0,176.0,827.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000400,350.0,187.0,30.0,1701.0,True,zarf,UN3481-Lithium_Ion_Battery,True,387.0,246.0,20.07,corner_guard
SKU-000401,107.0,116.0,158.0,1506.0,True,kutu,Compressed_Gas-2,True,154.0,153.0,9.59,bubble_wrap
SKU-000402,173.0,99.0,52.0,364.0,False,kavanoz,,False,,,,
SKU-000403,89.0,113.0,109.0,400.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000404,99.0,98.0,182.0,1218.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-000405,324.0,235.0,82.0,3004.0,False,cardboard_box,Flammable_Liquid-3,True,354.0,278.0,19.26,foam_protector
SKU-000406,171.0,84.0,52.0,531.0,True,kutu,Aerosol-2,True,200.0,109.0,7.77,foam_protector
SKU-000407,258.0,227.0,58.0,425.0,False,plastic_box,Compressed_Gas-2,True,280.0,257.0,15.57,air_cushion
SKU-000408,322.0,220.0,21.0,1697.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,364.0,242.0,17.76,double_carton
SKU-000409,368.0,238.0,36.0,1687.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,395.0,253.0,19.65,stretch_film
SKU-000410,286.0,211.0,128.0,964.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-000411,268.0,200.0,124.0,618.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000412,238.0,189.0,91.0,852.0,False,cardboard_box,Compressed_Gas-2,True,271.0,222.0,14.33,bubble_wrap
SKU-000413,306.0,242.0,55.0,474.0,False,kutu,Flammable_Liquid-3,True,352.0,277.0,19.13,stretch_film
SKU-000414,107.0,120.0,196.0,1450.0,False,zarf,Corrosive-8,True,127.0,154.0,8.47,stretch_film
SKU-000415,312.0,188.0,115.0,808.0,False,metal_box,Corrosive-8,True,333.0,228.0,15.89,foam_protector
SKU-000416,238.0,182.0,35.0,594.0,True,metal_box,Compressed_Gas-2,True,272.0,217.0,14.43,corner_guard
SKU-000417,186.0,269.0,214.0,1099.0,False,poşet,Corrosive-8,False,,,,
SKU-000418,104.0,111.0,172.0,1191.0,False,plastic_box,Corrosive-8,False,,,,
SKU-000419,151.0,57.0,46.0,426.0,True,kavanoz,Flammable_Liquid-3,True,174.0,81.0,7.52,double_carton
SKU-000420,111.0,122.0,167.0,1225.0,True,zarf,Corrosive-8,True,138.0,169.0,8.0,corner_guard
SKU-000421,117.0,119.0,88.0,234.0,False,plastic_box,Corrosive-8,False,,,,
SKU-000422,304.0,209.0,117.0,953.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000423,284.0,215.0,126.0,907.0,False,zarf,Compressed_Gas-2,True,321.0,225.0,15.33,double_carton
SKU-000424,308.0,213.0,64.0,399.0,False,cardboard_box,Flammable_Liquid-3,True,353.0,225.0,16.41,corner_guard
SKU-000425,278.0,198.0,49.0,250.0,True,plastic_box,Aerosol-2,False,,,,
SKU-000426,152.0,86.0,47.0,219.0,False,cardboard_box,UN3481-Lithium_Ion_Battery,True,178.0,109.0,9.03,bubble_wrap
SKU-000427,312.0,274.0,94.0,1873.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000428,267.0,240.0,160.0,526.0,False,kutu,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000429,301.0,260.0,66.0,595.0,False,zarf,Corrosive-8,True,333.0,295.0,20.41,double_carton
SKU-000430,174.0,90.0,39.0,625.0,False,kavanoz,,False,,,,
SKU-000431,186.0,75.0,56.0,407.0,False,zarf,,False,,,,
SKU-000432,333.0,104.0,171.0,1040.0,False,cardboard_box,Flammable_Liquid-3,True,354.0,125.0,11.27,bubble_wrap
SKU-000433,104.0,134.0,80.0,500.0,False,cardboard_box,Aerosol-2,False,,,,
SKU-000434,319.0,202.0,33.0,933.0,False,poşet,Aerosol-2,False,,,,
SKU-000435,366.0,257.0,40.0,1898.0,False,poşet,Flammable_Liquid-3,True,396.0,284.0,21.37,air_cushion
SKU-000436,168.0,69.0,61.0,399.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000437,112.0,107.0,155.0,1881.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,138.0,137.0,9.84,foam_protector
SKU-000438,268.0,186.0,80.0,628.0,False,plastic_box,UN3481-Lithium_Ion_Battery,True,298.0,216.0,14.16,air_cushion
SKU-000439,233.0,169.0,30.0,690.0,False,plastic_box,Compressed_Gas-2,False,,,,
SKU-000440,337.0,221.0,88.0,657.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-000441,113.0,125.0,85.0,227.0,False,zarf,,False,,,,
SKU-000442,207.0,150.0,43.0,805.0,False,zarf,UN3481-Lithium_Ion_Battery,True,227.0,180.0,10.63,foam_protector
SKU-000443,113.0,120.0,170.0,1056.0,True,metal_box,Corrosive-8,True,141.0,154.0,7.85,double_carton
SKU-000444,304.0,233.0,48.0,515.0,False,metal_box,Corrosive-8,True,343.0,267.0,18.63,air_cushion
SKU-000445,161.0,118.0,105.0,244.0,False,kutu,Compressed_Gas-2,False,,,,
SKU-000446,131.0,112.0,44.0,499.0,True,zarf,Corrosive-8,False,,,,
SKU-000447,247.0,236.0,61.0,565.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-000448,128.0,121.0,158.0,1235.0,True,metal_box,UN3481-Lithium_Ion_Battery,True,159.0,157.0,9.39,stretch_film
SKU-000449,357.0,285.0,84.0,2097.0,False,poşet,Flammable_Liquid-3,True,375.0,314.0,22.76,double_carton
SKU-000450,90.0,122.0,75.0,349.0,False,kutu,Flammable_Liquid-3,False,,,,
SKU-000451,309.0,216.0,114.0,1112.0,True,zarf,UN3481-Lithium_Ion_Battery,True,336.0,226.0,16.1,double_carton
SKU-000452,353.0,189.0,110.0,1226.0,False,poşet,Compressed_Gas-2,False,,,,
SKU-000453,293.0,218.0,65.0,601.0,False,metal_box,Corrosive-8,False,,,,
SKU-000454,117.0,121.0,185.0,1381.0,False,poşet,Flammable_Liquid-3,True,149.0,153.0,9.19,foam_protector
SKU-000455,299.0,176.0,74.0,135.0,False,kavanoz,Compressed_Gas-2,True,345.0,224.0,17.85,foam_protector
SKU-000456,268.0,147.0,31.0,767.0,True,metal_box,Flammable_Liquid-3,False,,,,
SKU-000457,196.0,164.0,21.0,489.0,True,zarf,Compressed_Gas-2,True,227.0,203.0,12.01,bubble_wrap
SKU-000458,271.0,238.0,79.0,823.0,False,kavanoz,Compressed_Gas-2,False,,,,
SKU-000459,253.0,224.0,125.0,571.0,False,kutu,Corrosive-8,True,263.0,240.0,14.07,foam_protector
SKU-000460,273.0,194.0,188.0,1152.0,False,poşet,Flammable_Liquid-3,False,,,,
SKU-000461,316.0,209.0,141.0,1063.0,False,zarf,Aerosol-2,True,344.0,240.0,16.88,stretch_film
SKU-000462,225.0,179.0,189.0,509.0,False,poşet,UN3481-Lithium_Ion_Battery,True,243.0,217.0,13.61,bubble_wrap
SKU-000463,342.0,219.0,129.0,1115.0,False,poşet,Corrosive-8,False,,,,
SKU-000464,258.0,156.0,43.0,770.0,False,metal_box,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000465,312.0,244.0,88.0,1141.0,False,metal_box,Flammable_Liquid-3,True,354.0,279.0,20.68,air_cushion
SKU-000466,110.0,136.0,105.0,340.0,True,zarf,Aerosol-2,True,136.0,173.0,8.19,air_cushion
SKU-000467,118.0,110.0,161.0,1113.0,True,poşet,UN3481-Lithium_Ion_Battery,True,160.0,133.0,8.34,stretch_film
SKU-000468,184.0,72.0,52.0,409.0,False,zarf,Aerosol-2,True,207.0,102.0,8.41,air_cushion
SKU-000469,226.0,163.0,120.0,1104.0,False,plastic_box,Corrosive-8,True,259.0,199.0,12.23,stretch_film
SKU-000470,294.0,190.0,103.0,998.0,False,poşet,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000471,223.0,242.0,137.0,1400.0,False,kavanoz,Flammable_Liquid-3,False,,,,
SKU-000472,302.0,243.0,83.0,540.0,False,kavanoz,Flammable_Liquid-3,True,314.0,265.0,18.86,stretch_film
SKU-000473,100.0,120.0,172.0,1267.0,True,kavanoz,UN3481-Lithium_Ion_Battery,True,129.0,150.0,8.14,air_cushion
SKU-000474,154.0,86.0,49.0,275.0,True,kavanoz,Aerosol-2,True,194.0,125.0,9.67,double_carton
SKU-000475,314.0,174.0,181.0,482.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,350.0,212.0,16.74,double_carton
SKU-000476,347.0,279.0,31.0,1947.0,False,metal_box,Flammable_Liquid-3,False,,,,
SKU-000477,262.0,230.0,145.0,1092.0,False,zarf,UN3481-Lithium_Ion_Battery,False,,,,
SKU-000478,226.0,203.0,88.0,422.0,False,poşet,Compressed_Gas-2,True,254.0,246.0,15.02,bubble_wrap
SKU-000479,139.0,121.0,63.0,506.0,False,cardboard_box,,True,169.0,151.0,8.58,corner_guard
SKU-000480,282.0,155.0,28.0,673.0,False,zarf,Flammable_Liquid-3,True,324.0,173.0,14.63,foam_protector
SKU-000481,120.0,113.0,181.0,1493.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-000482,166.0,154.0,161.0,1121.0,True,cardboard_box,Corrosive-8,True,180.0,184.0,9.98,corner_guard
SKU-000483,326.0,271.0,28.0,1757.0,True,metal_box,Aerosol-2,True,365.0,290.0,20.38,stretch_film
SKU-000484,267.0,156.0,29.0,1039.0,True,poşet,Aerosol-2,True,296.0,205.0,14.66,air_cushion
SKU-000485,179.0,88.0,57.0,670.0,False,metal_box,UN3481-Lithium_Ion_Battery,True,206.0,116.0,8.53,foam_protector
SKU-000486,255.0,277.0,70.0,659.0,False,metal_box,Corrosive-8,True,292.0,313.0,18.21,foam_protector
SKU-000487,334.0,214.0,104.0,933.0,False,kavanoz,Flammable_Liquid-3,True,367.0,237.0,18.09,air_cushion
SKU-000488,110.0,132.0,129.0,321.0,False,kutu,Compressed_Gas-2,True,145.0,157.0,7.91,foam_protector
SKU-000489,148.0,103.0,42.0,499.0,False,kavanoz,UN3481-Lithium_Ion_Battery,True,180.0,128.0,9.49,double_carton
SKU-000490,413.0,247.0,20.0,1448.0,False,plastic_box,Aerosol-2,True,441.0,265.0,22.55,air_cushion
SKU-000491,389.0,243.0,102.0,1565.0,True,cardboard_box,UN3481-Lithium_Ion_Battery,True,426.0,277.0,23.57,double_carton
SKU-000492,93.0,111.0,93.0,562.0,False,cardboard_box,Compressed_Gas-2,True,115.0,143.0,7.78,air_cushion
SKU-000493,261.0,132.0,31.0,389.0,False,metal_box,Compressed_Gas-2,False,,,,
SKU-000494,245.0,234.0,147.0,1176.0,False,plastic_box,Flammable_Liquid-3,False,,,,
SKU-000495,85.0,113.0,104.0,345.0,False,kavanoz,Flammable_Liquid-3,False,,,,
